insee;commune;date;UV_J0;UV_J1;UV_J2;UV_J3
24233;LAVEYSSIERE;2024-01-18;0;1;1;;
24234;LES_LECHES;2024-01-18;0;1;1;;
24235;LEGUILLAC-DE-CERCLES;2024-01-18;0;1;1;;
24236;LEGUILLAC-DE-LAUCHE;2024-01-18;0;1;1;;
24237;LEMBRAS;2024-01-18;0;1;1;;
24238;LEMPZOURS;2024-01-18;0;1;1;;
24239;LIGUEUX;2024-01-18;0;1;1;;
24240;LIMEUIL;2024-01-18;0;1;1;;
24241;LIMEYRAT;2024-01-18;0;1;1;;
24242;LIORAC-SUR-LOUYRE;2024-01-18;0;1;1;;
24243;LISLE;2024-01-18;0;1;1;;
24244;LOLME;2024-01-18;0;1;1;;
24245;LOUBEJAC;2024-01-18;0;1;1;;
24246;LUNAS;2024-01-18;0;1;1;;
24247;LUSIGNAC;2024-01-18;0;1;1;;
24248;LUSSAS-ET-NONTRONNEAU;2024-01-18;0;1;1;;
24249;MANAURIE;2024-01-18;0;1;1;;
24251;MANZAC-SUR-VERN;2024-01-18;0;1;1;;
24252;MARCILLAC-SAINT-QUENTIN;2024-01-18;0;1;1;;
24253;MAREUIL;2024-01-18;0;1;1;;
24254;MARNAC;2024-01-18;0;1;1;;
24255;MARQUAY;2024-01-18;0;1;1;;
24256;MARSAC-SUR-LISLE;2024-01-18;0;1;1;;
24257;MARSALES;2024-01-18;0;1;1;;
24258;MARSANEIX;2024-01-18;0;1;1;;
24259;MAURENS;2024-01-18;0;1;1;;
24260;MAUZAC-ET-GRAND-CASTANG;2024-01-18;0;1;1;;
24261;MAUZENS-ET-MIREMONT;2024-01-18;0;1;1;;
24262;MAYAC;2024-01-18;0;1;1;;
24263;MAZEYROLLES;2024-01-18;0;1;1;;
24264;MENESPLET;2024-01-18;0;1;1;;
24266;MENSIGNAC;2024-01-18;0;1;1;;
24267;MESCOULES;2024-01-18;0;1;1;;
24268;MEYRALS;2024-01-18;0;1;1;;
24269;MIALET;2024-01-18;0;1;1;;
24270;MILHAC-DAUBEROCHE;2024-01-18;0;1;1;;
24271;MILHAC-DE-NONTRON;2024-01-18;0;1;1;;
24272;MINZAC;2024-01-18;0;1;1;;
24273;MOLIERES;2024-01-18;0;1;1;;
24274;MONBAZILLAC;2024-01-18;0;1;1;;
24276;MONESTIER;2024-01-18;0;1;1;;
24277;MONFAUCON;2024-01-18;0;1;1;;
24278;MONMADALES;2024-01-18;0;1;1;;
24279;MONMARVES;2024-01-18;0;1;1;;
24280;MONPAZIER;2024-01-18;0;1;1;;
24281;MONSAC;2024-01-18;0;1;1;;
24282;MONSAGUEL;2024-01-18;0;1;1;;
24283;MONSEC;2024-01-18;0;1;1;;
24284;MONTAGNAC-DAUBEROCHE;2024-01-18;0;1;1;;
24285;MONTAGNAC-LA-CREMPSE;2024-01-18;0;1;1;;
24286;MONTAGRIER;2024-01-18;0;1;1;;
24287;MONTAUT;2024-01-18;0;1;1;;
24288;MONTAZEAU;2024-01-18;0;1;1;;
24289;MONTCARET;2024-01-18;0;1;1;;
24290;MONTFERRAND-DU-PERIGORD;2024-01-18;0;1;1;;
24291;MONTIGNAC;2024-01-18;0;1;1;;
24292;MONTPEYROUX;2024-01-18;0;1;1;;
24293;MONPLAISANT;2024-01-18;0;1;1;;
24294;MONTPON-MENESTEROL;2024-01-18;0;1;1;;
24295;MONTREM;2024-01-18;0;1;1;;
24296;MOULEYDIER;2024-01-18;0;1;1;;
24297;MOULIN-NEUF;2024-01-18;0;1;1;;
24298;MOUZENS;2024-01-18;0;1;1;;
24299;MUSSIDAN;2024-01-18;0;1;1;;
24300;NABIRAT;2024-01-18;0;1;1;;
24301;NADAILLAC;2024-01-18;0;1;1;;
24302;NAILHAC;2024-01-18;0;1;1;;
24303;NANTEUIL-AURIAC-DE-BOURZAC;2024-01-18;0;1;1;;
24304;NANTHEUIL;2024-01-18;0;1;1;;
24305;NANTHIAT;2024-01-18;0;1;1;;
24306;NASTRINGUES;2024-01-18;0;1;1;;
24307;NAUSSANNES;2024-01-18;0;1;1;;
24308;NEGRONDES;2024-01-18;0;1;1;;
24309;NEUVIC;2024-01-18;0;1;1;;
24310;NOJALS-ET-CLOTTE;2024-01-18;0;1;1;;
24311;NONTRON;2024-01-18;0;1;1;;
24312;NOTRE-DAME-DE-SANILHAC;2024-01-18;0;1;1;;
24313;ORLIAC;2024-01-18;0;1;1;;
24314;ORLIAGUET;2024-01-18;0;1;1;;
24316;PARCOUL;2024-01-18;0;1;1;;
24317;PAULIN;2024-01-18;0;1;1;;
24318;PAUNAT;2024-01-18;0;1;1;;
24319;PAUSSAC-ET-SAINT-VIVIEN;2024-01-18;0;1;1;;
24320;PAYZAC;2024-01-18;0;1;1;;
24321;PAZAYAC;2024-01-18;0;1;1;;
24322;PERIGUEUX;2024-01-18;0;1;1;;
24323;PETIT-BERSAC;2024-01-18;0;1;1;;
24324;PEYRIGNAC;2024-01-18;0;1;1;;
24325;PEYRILLAC-ET-MILLAC;2024-01-18;0;1;1;;
24326;PEYZAC-LE-MOUSTIER;2024-01-18;0;1;1;;
24327;PEZULS;2024-01-18;0;1;1;;
24328;PIEGUT-PLUVIERS;2024-01-18;0;1;1;;
24329;LE_PIZOU;2024-01-18;0;1;1;;
24330;PLAZAC;2024-01-18;0;1;1;;
24331;POMPORT;2024-01-18;0;1;1;;
24333;PONTEYRAUD;2024-01-18;0;1;1;;
24334;PONTOURS;2024-01-18;0;1;1;;
24335;PORT-SAINTE-FOY-ET-PONCHAPT;2024-01-18;0;1;1;;
24336;PRATS-DE-CARLUX;2024-01-18;0;1;1;;
24337;PRATS-DU-PERIGORD;2024-01-18;0;1;1;;
24338;PRESSIGNAC-VICQ;2024-01-18;0;1;1;;
24339;PREYSSAC-DEXCIDEUIL;2024-01-18;0;1;1;;
24340;PRIGONRIEUX;2024-01-18;0;1;1;;
24341;PROISSANS;2024-01-18;0;1;1;;
24343;PUYMANGOU;2024-01-18;0;1;1;;
24344;PUYRENIER;2024-01-18;0;1;1;;
24345;QUEYSSAC;2024-01-18;0;1;1;;
24346;QUINSAC;2024-01-18;0;1;1;;
24347;RAMPIEUX;2024-01-18;0;1;1;;
24348;RAZAC-DEYMET;2024-01-18;0;1;1;;
24349;RAZAC-DE-SAUSSIGNAC;2024-01-18;0;1;1;;
24350;RAZAC-SUR-LISLE;2024-01-18;0;1;1;;
24351;RIBAGNAC;2024-01-18;0;1;1;;
24352;RIBERAC;2024-01-18;0;1;1;;
24353;LA_ROCHEBEAUCOURT-ET-ARGENTINE;2024-01-18;0;1;1;;
24354;LA_ROCHE-CHALAIS;2024-01-18;0;1;1;;
24355;LA_ROQUE-GAGEAC;2024-01-18;0;1;1;;
24356;ROUFFIGNAC-SAINT-CERNIN-DE-REILHAC;2024-01-18;0;1;1;;
24357;ROUFFIGNAC-DE-SIGOULES;2024-01-18;0;1;1;;
24359;SADILLAC;2024-01-18;0;1;1;;
24360;SAGELAT;2024-01-18;0;1;1;;
24361;SAINT-AGNE;2024-01-18;0;1;1;;
24362;SAINTE-ALVERE;2024-01-18;0;1;1;;
24363;SAINT-AMAND-DE-BELVES;2024-01-18;0;1;1;;
24364;SAINT-AMAND-DE-COLY;2024-01-18;0;1;1;;
24365;SAINT-AMAND-DE-VERGT;2024-01-18;0;1;1;;
24366;SAINT-ANDRE-DALLAS;2024-01-18;0;1;1;;
24367;SAINT-ANDRE-DE-DOUBLE;2024-01-18;0;1;1;;
24368;SAINT-ANTOINE-CUMOND;2024-01-18;0;1;1;;
24369;SAINT-ANTOINE-DAUBEROCHE;2024-01-18;0;1;1;;
24370;SAINT-ANTOINE-DE-BREUILH;2024-01-18;0;1;1;;
24371;SAINT-AQUILIN;2024-01-18;0;1;1;;
24372;SAINT-ASTIER;2024-01-18;0;1;1;;
24373;SAINT-AUBIN-DE-CADELECH;2024-01-18;0;1;1;;
24374;SAINT-AUBIN-DE-LANQUAIS;2024-01-18;0;1;1;;
24375;SAINT-AUBIN-DE-NABIRAT;2024-01-18;0;1;1;;
24376;SAINT-AULAYE;2024-01-18;0;1;1;;
24377;SAINT-AVIT-DE-VIALARD;2024-01-18;0;1;1;;
24378;SAINT-AVIT-RIVIERE;2024-01-18;0;1;1;;
24379;SAINT-AVIT-SENIEUR;2024-01-18;0;1;1;;
24380;SAINT-BARTHELEMY-DE-BELLEGARDE;2024-01-18;0;1;1;;
24381;SAINT-BARTHELEMY-DE-BUSSIERE;2024-01-18;0;1;1;;
24382;SAINT-CAPRAISE-DE-LALINDE;2024-01-18;0;1;1;;
24383;SAINT-CAPRAISE-DEYMET;2024-01-18;0;1;1;;
24384;SAINT-CASSIEN;2024-01-18;0;1;1;;
24385;SAINT-CERNIN-DE-LABARDE;2024-01-18;0;1;1;;
24386;SAINT-CERNIN-DE-LHERM;2024-01-18;0;1;1;;
24388;SAINT-CHAMASSY;2024-01-18;0;1;1;;
24389;SAINT-CIRQ;2024-01-18;0;1;1;;
24390;SAINT-CREPIN-DAUBEROCHE;2024-01-18;0;1;1;;
24391;SAINT-CREPIN-DE-RICHEMONT;2024-01-18;0;1;1;;
24392;SAINT-CREPIN-ET-CARLUCET;2024-01-18;0;1;1;;
24393;SAINTE-CROIX;2024-01-18;0;1;1;;
24394;SAINTE-CROIX-DE-MAREUIL;2024-01-18;0;1;1;;
24395;SAINT-CYBRANET;2024-01-18;0;1;1;;
24396;SAINT-CYPRIEN;2024-01-18;0;1;1;;
24397;SAINT-CYR-LES-CHAMPAGNES;2024-01-18;0;1;1;;
24398;SAINT-ESTEPHE;2024-01-18;0;1;1;;
24399;SAINT-ETIENNE-DE-PUYCORBIER;2024-01-18;0;1;1;;
24401;SAINTE-EULALIE-DANS;2024-01-18;0;1;1;;
24402;SAINTE-EULALIE-DEYMET;2024-01-18;0;1;1;;
24403;SAINT-FELIX-DE-BOURDEILLES;2024-01-18;0;1;1;;
24404;SAINT-FELIX-DE-REILLAC-ET-MORTEMART;2024-01-18;0;1;1;;
24405;SAINT-FELIX-DE-VILLADEIX;2024-01-18;0;1;1;;
24406;SAINTE-FOY-DE-BELVES;2024-01-18;0;1;1;;
24407;SAINTE-FOY-DE-LONGAS;2024-01-18;0;1;1;;
24408;SAINT-FRONT-DALEMPS;2024-01-18;0;1;1;;
24409;SAINT-FRONT-DE-PRADOUX;2024-01-18;0;1;1;;
24410;SAINT-FRONT-LA-RIVIERE;2024-01-18;0;1;1;;
24411;SAINT-FRONT-SUR-NIZONNE;2024-01-18;0;1;1;;
24412;SAINT-GENIES;2024-01-18;0;1;1;;
24413;SAINT-GEORGES-BLANCANEIX;2024-01-18;0;1;1;;
24414;SAINT-GEORGES-DE-MONTCLARD;2024-01-18;0;1;1;;
24415;SAINT-GERAUD-DE-CORPS;2024-01-18;0;1;1;;
24416;SAINT-GERMAIN-DE-BELVES;2024-01-18;0;1;1;;
24417;SAINT-GERMAIN-DES-PRES;2024-01-18;0;1;1;;
24418;SAINT-GERMAIN-DU-SALEMBRE;2024-01-18;0;1;1;;
24419;SAINT-GERMAIN-ET-MONS;2024-01-18;0;1;1;;
24420;SAINT-GERY;2024-01-18;0;1;1;;
24421;SAINT-GEYRAC;2024-01-18;0;1;1;;
24422;SAINT-HILAIRE-DESTISSAC;2024-01-18;0;1;1;;
24423;SAINTE-INNOCENCE;2024-01-18;0;1;1;;
24424;SAINT-JEAN-DATAUX;2024-01-18;0;1;1;;
24425;SAINT-JEAN-DE-COLE;2024-01-18;0;1;1;;
24426;SAINT-JEAN-DESTISSAC;2024-01-18;0;1;1;;
24427;SAINT-JEAN-DEYRAUD;2024-01-18;0;1;1;;
24428;SAINT-JORY-DE-CHALAIS;2024-01-18;0;1;1;;
24429;SAINT-JORY-LAS-BLOUX;2024-01-18;0;1;1;;
24430;SAINT-JULIEN-DE-BOURDEILLES;2024-01-18;0;1;1;;
24431;SAINT-JULIEN-DE-CREMPSE;2024-01-18;0;1;1;;
24432;SAINT-JULIEN-DE-LAMPON;2024-01-18;0;1;1;;
24433;SAINT-JULIEN-DEYMET;2024-01-18;0;1;1;;
24434;SAINT-JUST;2024-01-18;0;1;1;;
24435;SAINT-LAURENT-DES-BATONS;2024-01-18;0;1;1;;
24436;SAINT-LAURENT-DES-HOMMES;2024-01-18;0;1;1;;
24437;SAINT-LAURENT-DES-VIGNES;2024-01-18;0;1;1;;
24438;SAINT-LAURENT-LA-VALLEE;2024-01-18;0;1;1;;
24439;SAINT-LAURENT-SUR-MANOIRE;2024-01-18;0;1;1;;
24441;SAINT-LEON-DISSIGEAC;2024-01-18;0;1;1;;
24442;SAINT-LEON-SUR-LISLE;2024-01-18;0;1;1;;
24443;SAINT-LEON-SUR-VEZERE;2024-01-18;0;1;1;;
24444;SAINT-LOUIS-EN-LISLE;2024-01-18;0;1;1;;
24445;SAINT-MARCEL-DU-PERIGORD;2024-01-18;0;1;1;;
24446;SAINT-MARCORY;2024-01-18;0;1;1;;
24447;SAINTE-MARIE-DE-CHIGNAC;2024-01-18;0;1;1;;
24448;SAINT-MARTIAL-DALBAREDE;2024-01-18;0;1;1;;
24449;SAINT-MARTIAL-DARTENSET;2024-01-18;0;1;1;;
24450;SAINT-MARTIAL-DE-NABIRAT;2024-01-18;0;1;1;;
24451;SAINT-MARTIAL-DE-VALETTE;2024-01-18;0;1;1;;
24452;SAINT-MARTIAL-VIVEYROL;2024-01-18;0;1;1;;
24453;SAINT-MARTIN-DE-FRESSENGEAS;2024-01-18;0;1;1;;
24454;SAINT-MARTIN-DE-GURSON;2024-01-18;0;1;1;;
24455;SAINT-MARTIN-DE-RIBERAC;2024-01-18;0;1;1;;
24456;SAINT-MARTIN-DES-COMBES;2024-01-18;0;1;1;;
24457;SAINT-MARTIN-LASTIER;2024-01-18;0;1;1;;
24458;SAINT-MARTIN-LE-PIN;2024-01-18;0;1;1;;
24459;SAINT-MAIME-DE-PEREYROL;2024-01-18;0;1;1;;
24460;SAINT-MEARD-DE-DRONE;2024-01-18;0;1;1;;
24461;SAINT-MEARD-DE-GURCON;2024-01-18;0;1;1;;
24462;SAINT-MEDARD-DE-MUSSIDAN;2024-01-18;0;1;1;;
24463;SAINT-MEDARD-DEXCIDEUIL;2024-01-18;0;1;1;;
24464;SAINT-MESMIN;2024-01-18;0;1;1;;
24465;SAINT-MICHEL-DE-DOUBLE;2024-01-18;0;1;1;;
24466;SAINT-MICHEL-DE-MONTAIGNE;2024-01-18;0;1;1;;
24468;SAINT-MICHEL-DE-VILLADEIX;2024-01-18;0;1;1;;
24470;SAINTE-MONDANE;2024-01-18;0;1;1;;
24471;SAINTE-NATHALENE;2024-01-18;0;1;1;;
24472;SAINT-NEXANS;2024-01-18;0;1;1;;
24473;SAINTE-ORSE;2024-01-18;0;1;1;;
24474;SAINT-PANCRACE;2024-01-18;0;1;1;;
24475;SAINT-PANTALY-DANS;2024-01-18;0;1;1;;
24476;SAINT-PANTALY-DEXCIDEUIL;2024-01-18;0;1;1;;
24477;SAINT-PARDOUX-DE-DRONE;2024-01-18;0;1;1;;
24478;SAINT-PARDOUX-ET-VIELVIC;2024-01-18;0;1;1;;
24479;SAINT-PARDOUX-LA-RIVIERE;2024-01-18;0;1;1;;
24480;SAINT-PAUL-DE-SERRE;2024-01-18;0;1;1;;
24481;SAINT-PAUL-LA-ROCHE;2024-01-18;0;1;1;;
24482;SAINT-PAUL-LIZONNE;2024-01-18;0;1;1;;
24483;SAINT-PERDOUX;2024-01-18;0;1;1;;
24484;SAINT-PIERRE-DE-CHIGNAC;2024-01-18;0;1;1;;
24485;SAINT-PIERRE-DE-COLE;2024-01-18;0;1;1;;
24486;SAINT-PIERRE-DE-FRUGIE;2024-01-18;0;1;1;;
24487;SAINT-PIERRE-DEYRAUD;2024-01-18;0;1;1;;
24488;SAINT-POMPONT;2024-01-18;0;1;1;;
24489;SAINT-PRIEST-LES-FOUGERES;2024-01-18;0;1;1;;
24490;SAINT-PRIVAT-DES-PRES;2024-01-18;0;1;1;;
24491;SAINT-RABIER;2024-01-18;0;1;1;;
24492;SAINTE-RADEGONDE;2024-01-18;0;1;1;;
24493;SAINT-RAPHAEL;2024-01-18;0;1;1;;
24494;SAINT-REMY;2024-01-18;0;1;1;;
24495;SAINT-ROMAIN-DE-MONPAZIER;2024-01-18;0;1;1;;
24496;SAINT-ROMAIN-ET-SAINT-CLEMENT;2024-01-18;0;1;1;;
24497;SAINTE-SABINE-BORN;2024-01-18;0;1;1;;
24498;SAINT-SAUD-LACOUSSIERE;2024-01-18;0;1;1;;
24499;SAINT-SAUVEUR;2024-01-18;0;1;1;;
24500;SAINT-SAUVEUR-LALANDE;2024-01-18;0;1;1;;
24501;SAINT-SEURIN-DE-PRATS;2024-01-18;0;1;1;;
24502;SAINT-SEVERIN-DESTISSAC;2024-01-18;0;1;1;;
24503;SAINT-SULPICE-DE-MAREUIL;2024-01-18;0;1;1;;
24504;SAINT-SULPICE-DE-ROUMAGNAC;2024-01-18;0;1;1;;
24505;SAINT-SULPICE-DEXCIDEUIL;2024-01-18;0;1;1;;
24507;SAINTE-TRIE;2024-01-18;0;1;1;;
24508;SAINT-VICTOR;2024-01-18;0;1;1;;
24509;SAINT-VINCENT-DE-CONNEZAC;2024-01-18;0;1;1;;
24510;SAINT-VINCENT-DE-COSSE;2024-01-18;0;1;1;;
24511;SAINT-VINCENT-JALMOUTIERS;2024-01-18;0;1;1;;
24512;SAINT-VINCENT-LE-PALUEL;2024-01-18;0;1;1;;
24513;SAINT-VINCENT-SUR-LISLE;2024-01-18;0;1;1;;
24514;SAINT-VIVIEN;2024-01-18;0;1;1;;
24515;SALAGNAC;2024-01-18;0;1;1;;
24516;SALIGNAC-EYVIGUES;2024-01-18;0;1;1;;
24517;SALLES-DE-BELVES;2024-01-18;0;1;1;;
24518;SALON;2024-01-18;0;1;1;;
24519;SARLANDE;2024-01-18;0;1;1;;
24520;SARLAT-LA-CANEDA;2024-01-18;0;1;1;;
24521;SARLIAC-SUR-LISLE;2024-01-18;0;1;1;;
24522;SARRAZAC;2024-01-18;0;1;1;;
24523;SAUSSIGNAC;2024-01-18;0;1;1;;
24524;SAVIGNAC-DE-MIREMONT;2024-01-18;0;1;1;;
24525;SAVIGNAC-DE-NONTRON;2024-01-18;0;1;1;;
24526;SAVIGNAC-LEDRIER;2024-01-18;0;1;1;;
24527;SAVIGNAC-LES-EGLISES;2024-01-18;0;1;1;;
24528;SCEAU-SAINT-ANGEL;2024-01-18;0;1;1;;
24529;SEGONZAC;2024-01-18;0;1;1;;
24530;SENCENAC-PUY-DE-FOURCHES;2024-01-18;0;1;1;;
24531;SERGEAC;2024-01-18;0;1;1;;
24532;SERRES-ET-MONTGUYARD;2024-01-18;0;1;1;;
24533;SERVANCHES;2024-01-18;0;1;1;;
24534;SIGOULES;2024-01-18;0;1;1;;
24535;SIMEYROLS;2024-01-18;0;1;1;;
24536;SINGLEYRAC;2024-01-18;0;1;1;;
24537;SIORAC-DE-RIBERAC;2024-01-18;0;1;1;;
24538;SIORAC-EN-PERIGORD;2024-01-18;0;1;1;;
24540;SORGES;2024-01-18;0;1;1;;
24541;SOUDAT;2024-01-18;0;1;1;;
24542;SOULAURES;2024-01-18;0;1;1;;
24543;SOURZAC;2024-01-18;0;1;1;;
24544;TAMNIES;2024-01-18;0;1;1;;
24545;TEILLOTS;2024-01-18;0;1;1;;
24546;TEMPLE-LAGUYON;2024-01-18;0;1;1;;
24547;TERRASSON-LAVILLEDIEU;2024-01-18;0;1;1;;
24548;TEYJAT;2024-01-18;0;1;1;;
24549;THENAC;2024-01-18;0;1;1;;
24550;THENON;2024-01-18;0;1;1;;
24551;THIVIERS;2024-01-18;0;1;1;;
24552;THONAC;2024-01-18;0;1;1;;
24553;TOCANE-SAINT-APRE;2024-01-18;0;1;1;;
24554;LA_TOUR-BLANCHE;2024-01-18;0;1;1;;
24555;TOURTOIRAC;2024-01-18;0;1;1;;
24557;TRELISSAC;2024-01-18;0;1;1;;
24558;TREMOLAT;2024-01-18;0;1;1;;
24559;TURSAC;2024-01-18;0;1;1;;
24560;URVAL;2024-01-18;0;1;1;;
24561;VALEUIL;2024-01-18;0;1;1;;
24562;VALLEREUIL;2024-01-18;0;1;1;;
24563;VALOJOULX;2024-01-18;0;1;1;;
24564;VANXAINS;2024-01-18;0;1;1;;
24565;VARAIGNES;2024-01-18;0;1;1;;
24566;VARENNES;2024-01-18;0;1;1;;
24567;VAUNAC;2024-01-18;0;1;1;;
24568;VELINES;2024-01-18;0;1;1;;
24569;VENDOIRE;2024-01-18;0;1;1;;
24570;VERDON;2024-01-18;0;1;1;;
24571;VERGT;2024-01-18;0;1;1;;
24572;VERGT-DE-BIRON;2024-01-18;0;1;1;;
24573;VERTEILLAC;2024-01-18;0;1;1;;
24574;VEYRIGNAC;2024-01-18;0;1;1;;
24575;VEYRINES-DE-DOMME;2024-01-18;0;1;1;;
24576;VEYRINES-DE-VERGT;2024-01-18;0;1;1;;
24577;VEZAC;2024-01-18;0;1;1;;
24579;VIEUX-MAREUIL;2024-01-18;0;1;1;;
24580;VILLAC;2024-01-18;0;1;1;;
24581;VILLAMBLARD;2024-01-18;0;1;1;;
24582;VILLARS;2024-01-18;0;1;1;;
24584;VILLEFRANCHE-DE-LONCHAT;2024-01-18;0;1;1;;
24585;VILLEFRANCHE-DU-PERIGORD;2024-01-18;0;1;1;;
24586;VILLETOUREIX;2024-01-18;0;1;1;;
24587;VITRAC;2024-01-18;0;1;1;;
25001;ABBANS-DESSOUS;2024-01-18;0;1;1;;
25002;ABBANS-DESSUS;2024-01-18;0;1;1;;
25003;ABBENANS;2024-01-18;0;1;1;;
25004;ABBEVILLERS;2024-01-18;1;1;1;;
25005;ACCOLANS;2024-01-18;0;1;1;;
25006;ADAM-LES-PASSAVANT;2024-01-18;0;1;1;;
25007;ADAM-LES-VERCEL;2024-01-18;0;1;1;;
25008;AIBRE;2024-01-18;0;1;1;;
25009;AISSEY;2024-01-18;0;1;1;;
25011;ALLENJOIE;2024-01-18;0;1;1;;
25012;LES_ALLIES;2024-01-18;0;1;1;;
25013;ALLONDANS;2024-01-18;0;1;1;;
25014;AMAGNEY;2024-01-18;0;1;1;;
25015;AMANCEY;2024-01-18;0;1;1;;
25016;AMATHAY-VESIGNEUX;2024-01-18;0;1;1;;
25017;AMONDANS;2024-01-18;0;1;1;;
25018;ANTEUIL;2024-01-18;0;1;1;;
25019;APPENANS;2024-01-18;0;1;1;;
25020;ARBOUANS;2024-01-18;0;1;1;;
25021;ARC-ET-SENANS;2024-01-18;0;1;1;;
25022;ARCEY;2024-01-18;0;1;1;;
25024;ARCON;2024-01-18;0;1;1;;
25025;ARC-SOUS-CICON;2024-01-18;0;1;1;;
25026;ARC-SOUS-MONTENOT;2024-01-18;0;1;1;;
25027;ARGUEL;2024-01-18;0;1;1;;
25028;ATHOSE;2024-01-18;0;1;1;;
25029;AUBONNE;2024-01-18;0;1;1;;
25030;AUDEUX;2024-01-18;0;1;1;;
25031;AUDINCOURT;2024-01-18;0;1;1;;
25032;AUTECHAUX;2024-01-18;0;1;1;;
25033;AUTECHAUX-ROIDE;2024-01-18;0;1;1;;
25034;AUXON-DESSOUS;2024-01-18;0;1;1;;
25035;AUXON-DESSUS;2024-01-18;0;1;1;;
25036;AVANNE-AVENEY;2024-01-18;0;1;1;;
25038;AVILLEY;2024-01-18;0;1;1;;
25039;AVOUDREY;2024-01-18;0;1;1;;
25040;BADEVEL;2024-01-18;0;1;1;;
25041;BANNANS;2024-01-18;0;1;1;;
25042;LE_BARBOUX;2024-01-18;0;1;1;;
25043;BART;2024-01-18;0;1;1;;
25044;BARTHERANS;2024-01-18;0;1;1;;
25045;BATTENANS-LES-MINES;2024-01-18;0;1;1;;
25046;BATTENANS-VARIN;2024-01-18;0;1;1;;
25047;BAUME-LES-DAMES;2024-01-18;0;1;1;;
25048;BAVANS;2024-01-18;0;1;1;;
25049;BELFAYS;2024-01-18;0;1;1;;
25050;LE_BELIEU;2024-01-18;0;1;1;;
25051;BELLEHERBE;2024-01-18;0;1;1;;
25052;BELMONT;2024-01-18;0;1;1;;
25053;BELVOIR;2024-01-18;0;1;1;;
25054;BERCHE;2024-01-18;0;1;1;;
25055;BERTHELANGE;2024-01-18;0;1;1;;
25056;BESANCON;2024-01-18;0;1;1;;
25057;BETHONCOURT;2024-01-18;0;1;1;;
25058;BEURE;2024-01-18;0;1;1;;
25059;BEUTAL;2024-01-18;0;1;1;;
25060;BIANS-LES-USIERS;2024-01-18;0;1;1;;
25061;BIEF;2024-01-18;0;1;1;;
25062;LE_BIZOT;2024-01-18;0;1;1;;
25063;BLAMONT;2024-01-18;0;1;1;;
25065;BLARIANS;2024-01-18;0;1;1;;
25066;BLUSSANGEAUX;2024-01-18;0;1;1;;
25067;BLUSSANS;2024-01-18;0;1;1;;
25070;BOLANDOZ;2024-01-18;0;1;1;;
25071;BONDEVAL;2024-01-18;0;1;1;;
25072;BONNAL;2024-01-18;0;1;1;;
25073;BONNAY;2024-01-18;0;1;1;;
25074;BONNETAGE;2024-01-18;0;1;1;;
25075;BONNEVAUX;2024-01-18;0;1;1;;
25076;BONNEVAUX-LE-PRIEURE;2024-01-18;0;1;1;;
25077;LA_BOSSE;2024-01-18;0;1;1;;
25078;BOUCLANS;2024-01-18;0;1;1;;
25079;BOUJAILLES;2024-01-18;0;1;1;;
25082;BOURGUIGNON;2024-01-18;0;1;1;;
25083;BOURNOIS;2024-01-18;0;1;1;;
25084;BOUSSIERES;2024-01-18;0;1;1;;
25085;BOUVERANS;2024-01-18;0;1;1;;
25086;BRAILLANS;2024-01-18;0;1;1;;
25087;BRANNE;2024-01-18;0;1;1;;
25088;BRECONCHAUX;2024-01-18;0;1;1;;
25089;BREMONDANS;2024-01-18;0;1;1;;
25090;BRERES;2024-01-18;0;1;1;;
25091;LES_BRESEUX;2024-01-18;0;1;1;;
25092;LA_BRETENIERE;2024-01-18;0;1;1;;
25093;BRETIGNEY;2024-01-18;0;1;1;;
25094;BRETIGNEY-NOTRE-DAME;2024-01-18;0;1;1;;
25095;BRETONVILLERS;2024-01-18;0;1;1;;
25096;BREY-ET-MAISON-DU-BOIS;2024-01-18;0;1;1;;
25097;BROGNARD;2024-01-18;0;1;1;;
25098;BUFFARD;2024-01-18;0;1;1;;
25099;BUGNY;2024-01-18;0;1;1;;
25100;BULLE;2024-01-18;0;1;1;;
25101;BURGILLE;2024-01-18;0;1;1;;
25102;BURNEVILLERS;2024-01-18;1;1;1;;
25103;BUSY;2024-01-18;0;1;1;;
25104;BY;2024-01-18;0;1;1;;
25105;BYANS-SUR-DOUBS;2024-01-18;0;1;1;;
25106;CADEMENE;2024-01-18;0;1;1;;
25107;CENDREY;2024-01-18;0;1;1;;
25108;CERNAY-LEGLISE;2024-01-18;0;1;1;;
25109;CESSEY;2024-01-18;0;1;1;;
25110;CHAFFOIS;2024-01-18;0;1;1;;
25111;CHALEZE;2024-01-18;0;1;1;;
25112;CHALEZEULE;2024-01-18;0;1;1;;
25113;CHAMESEY;2024-01-18;0;1;1;;
25114;CHAMESOL;2024-01-18;0;1;1;;
25115;CHAMPAGNEY;2024-01-18;0;1;1;;
25116;CHAMPLIVE;2024-01-18;0;1;1;;
25117;CHAMPOUX;2024-01-18;0;1;1;;
25119;CHAMPVANS-LES-MOULINS;2024-01-18;0;1;1;;
25120;CHANTRANS;2024-01-18;0;1;1;;
25121;CHAPELLE-DES-BOIS;2024-01-18;0;1;1;;
25122;CHAPELLE-DHUIN;2024-01-18;0;1;1;;
25123;CHARBONNIERES-LES-SAPINS;2024-01-18;0;1;1;;
25124;CHARMAUVILLERS;2024-01-18;0;1;1;;
25125;CHARMOILLE;2024-01-18;0;1;1;;
