DepComN,NomCN,DepComA,NomCA,ChefLieu,ComDLG,Date1,Date1_bis,Date2,Date3,Commentaire
02054,Bazoches-et-Saint-Thibaut,02054,Bazoches-sur-Vesles,O,O,30/09/2021,,01/01/2022,,
02054,Bazoches-et-Saint-Thibaut,02695,Saint-Thibaut,N,O,30/09/2021,,01/01/2022,,
16186,Lignières-Ambleville,16186,Lignières-Sonneville,O,O,23/09/2021,,01/01/2022,,
16186,Lignières-Ambleville,16010,Ambleville ,N,O,23/09/2021,,01/01/2022,,
19143,Montaignac-sur-Doustre,19143,Montaignac-Saint-Hippolyte,O,N,30/09/2021,07/10/2021,01/01/2022,,
19143,Montaignac-sur-Doustre,19092,Le Jardin,N,N,30/09/2021,07/10/2021,01/01/2022,,
24325,Pechs-de-l’Espérance,24325,Peyrillac-et-Millac,O,O,27/09/2021,,01/01/2022,,
24325,Pechs-de-l’Espérance,24089,Cazoulès,N,O,27/09/2021,,01/01/2022,,
24325,Pechs-de-l’Espérance,24314,Orliaguet,N,O,27/09/2021,,01/01/2022,,
25185,Cussey-sur-Lison,25185,Cussey-sur-Lison,O,N,14/12/2021,,01/01/2022,,
25185,Cussey-sur-Lison,25134,Châtillon-sur-Lison,N,N,14/12/2021,,01/01/2022,,
25375,Les Monts-Ronds,25375,Mérey-sous-Montrond,O,N,22/12/2021,,01/01/2022,,
25375,Les Monts-Ronds,25628,Villers-sous-Montrond,N,N,22/12/2021,,01/01/2022,,
26216,Saint-Jean-de-Galaure,26216,La Motte-de-Galaure,O,O,19/10/2021,19/11/2021,01/01/2022,,
26216,Saint-Jean-de-Galaure,26219,Mureils ,N,O,19/10/2021,19/11/2021,01/01/2022,,
56213,Saint-Gérand-Croixanvec,56213,Saint-Gérand,O,O,30/09/2021,,01/01/2022,,
56213,Saint-Gérand-Croixanvec,56049,Croixanvec,N,O,30/09/2021,,01/01/2022,,
85001,L'Aiguillon-la-Presqu’île,85001,L'Aiguillon-sur-Mer,O,O,07/12/2021,,01/01/2022,,
85001,L'Aiguillon-la-Presqu’île,85307,La Faute-sur-Mer,N,O,07/12/2021,,01/01/2022,,
16233,Mosnac-Saint-Simeux,16233,Mosnac,O,O,03/12/2020,,01/01/2021,,
16233,Mosnac-Saint-Simeux,16351,Saint-Simeux,N,O,03/12/2020,,01/01/2021,,
53249,Vimartin-sur-Orthe,53249,Saint-Pierre-sur-Orthe,O,O,21/12/2020,,01/01/2021,,
53249,Vimartin-sur-Orthe,53239,Saint-Martin-de-Connée,N,O,21/12/2020,,01/01/2021,,
53249,Vimartin-sur-Orthe,53274,Vimarcé,N,O,21/12/2020,,01/01/2021,,
01033,Valserhône,01033,Bellegarde-sur-Valserine,O,O,22/10/2018,,,19/12/2018,
01033,Valserhône,01091,Châtillon-en-Michaille,N,O,22/10/2018,,,19/12/2018,
01033,Valserhône,01205,Lancrans ,N,O,22/10/2018,,,19/12/2018,
01036,Valromey-sur-Séran,01036,Belmont-Luthézieu,O,O,17/12/2018,,,,
01036,Valromey-sur-Séran,01221,Lompnieu ,N,O,17/12/2018,,,,
01036,Valromey-sur-Séran,01414,Sutrieu,N,O,17/12/2018,,,,
01036,Valromey-sur-Séran,01442,Vieu,N,O,17/12/2018,,,,
01130,Bresse Vallons,01130,Cras-sur-Reyssouze,O,O,21/12/2018,,,,
01130,Bresse Vallons,01154,Étrez ,N,O,21/12/2018,,,,
01185,Plateau d’Hauteville ,01185,Hauteville-Lompnes,O,O,12/12/2018,,,,
01185,Plateau d’Hauteville ,01122,Cormaranche-en-Bugey,N,O,12/12/2018,,,,
01185,Plateau d’Hauteville ,01186,Hostiaz,N,O,12/12/2018,,,,
01185,Plateau d’Hauteville ,01417,Thézillieu ,N,O,12/12/2018,,,,
01215,Surjoux-Lhopital,01215,Lhôpital,O,O,03/12/2018,,,19/12/2018,
01215,Surjoux-Lhopital,01413,Surjoux,N,O,03/12/2018,,,19/12/2018,
01227,Magnieu,01227,Magnieu,O,O,23/11/2018,,,20/12/2018,
01227,Magnieu,01341,Saint-Champ,N,O,23/11/2018,,,20/12/2018,
01453,Arvière-en-Valromey,01453,Virieu-le-Petit,O,O,17/12/2018,,,,
01453,Arvière-en-Valromey,01059,Brénaz,N,O,17/12/2018,,,,
01453,Arvière-en-Valromey,01097,Chavornay,N,O,17/12/2018,,,,
01453,Arvière-en-Valromey,01218,Lochieu,N,O,17/12/2018,,,,
02018,Anizy-le-Grand,02018,Anizy-le-Château ,O,O,22/10/2018,,,19/12/2018,
02018,Anizy-le-Grand,02301,Faucoucourt ,N,O,22/10/2018,,,19/12/2018,
02018,Anizy-le-Grand,02434,Lizy ,N,O,22/10/2018,,,19/12/2018,
02153,Cessières-Suzy,02153,Cessières,O,O,11/12/2018,,,,
02153,Cessières-Suzy,02733,Suzy ,N,O,11/12/2018,,,,
02360,Villeneuve-sur-Aisne,02360,Guignicourt,O,O,29/11/2018,,,12/01/2019,
02360,Villeneuve-sur-Aisne,02475,Menneville,N,O,29/11/2018,,,12/01/2019,
05001,Abriès-Ristolas ,05001,Abriès,O,O,15/10/2018,,,,
05001,Abriès-Ristolas ,05120,Ristolas ,N,O,15/10/2018,,,,
07011,Vallées-d’Antraigues-Asperjoc,07011,Antraigues-sur-Volane,O,O,23/11/2018,,,18/12/2018,
07011,Vallées-d’Antraigues-Asperjoc,07016,Asperjoc,N,O,23/11/2018,,,18/12/2018,
07103,Saint-Julien-d’Intres,07103,Intres ,O,N,12/12/2018,,,,
07103,Saint-Julien-d’Intres,07252,Saint-Julien-Boutières,N,N,12/12/2018,,,,
07165,Belsentes,07165,Nonières,O,O,12/12/2018,,,,
07165,Belsentes,07256,Saint-Julien-Labrousse,N,O,12/12/2018,,,,
07262,Saint-Laurent-les-Bains-Laval-d'Aurelle,07262,Saint-Laurent-les-Bains,O,O,23/11/2018,,,22/12/2018,
07262,Saint-Laurent-les-Bains-Laval-d'Aurelle,07135,Laval-d'Aurelle,N,O,23/11/2018,,,22/12/2018,
08173,Flize,08173,Flize,O,O,23/11/2018,,,20/12/2018,
08173,Flize,08042,Balaives-et-Butz,N,O,23/11/2018,,,20/12/2018,
08173,Flize,08079,Boutancourt,N,O,23/11/2018,,,20/12/2018,
08173,Flize,08152,Élan ,N,O,23/11/2018,,,20/12/2018,
09296,Aulos-Sinsat,09296,Sinsat,O,O,27/09/2018,,,,
09296,Aulos-Sinsat,09028,Aulos,N,O,27/09/2018,,,,
09334,Val-de-Sos,09334,Vicdessos,O,O,16/07/2018,,,,
09334,Val-de-Sos,09135,Goulier,N,O,16/07/2018,,,,
09334,Val-de-Sos,09286,Sem,N,O,16/07/2018,,,,
09334,Val-de-Sos,09302,Suc-et-Sentenac,N,O,16/07/2018,,,,
11131,Val-du-Faby,11131,Fa,O,O,05/12/2018,,,26/12/2018,
11131,Val-du-Faby,11329,Rouvenac,N,O,05/12/2018,,,26/12/2018,
11251,Val-de-Dagne,11251,Montlaur,O,O,05/12/2018,,,22/12/2018,
11251,Val-de-Dagne,11298,Pradelles-en-Val ,N,O,05/12/2018,,,22/12/2018,
11323,Roquetaillade-et-Conilhac,11323,Roquetaillade ,O,O,05/12/2018,,,22/12/2018,
11323,Roquetaillade-et-Conilhac,11097,Conilhac-de-la-Montagne,N,O,05/12/2018,,,22/12/2018,
14126,Cambremer,14126,Cambremer,O,N,24/09/2018,,,,
14126,Cambremer,14604,Saint-Laurent-du-Mont,N,N,24/09/2018,,,,
14150,Cesny-les-Sources,14150,Cesny-Bois-Halbout,O,O,24/09/2018,,,,
14150,Cesny-les-Sources,14002,Acqueville,N,O,24/09/2018,,,,
14150,Cesny-les-Sources,14013,Angoville,N,O,24/09/2018,,,,
14150,Cesny-les-Sources,14505,Placy,N,O,24/09/2018,,,,
14150,Cesny-les-Sources,14703,Tournebu,N,O,24/09/2018,,,,
14514,Pont-l'Évêque,14514,Pont-l'Évêque,O,N,17/12/2018,,,,
14514,Pont-l'Évêque,14185,Coudray-Rabut ,N,N,17/12/2018,,,,
14538,Castine-en-Plaine,14538,Rocquancourt ,O,O,19/12/2018,,,,
14538,Castine-en-Plaine,14339,Hubert-Folie,N,O,19/12/2018,,,,
14538,Castine-en-Plaine,14691,Tilly-la-Campagne,N,O,19/12/2018,,,,
14554,Le Castelet,14554,Saint-Aignan-de-Cramesnil,O,O,24/09/2018,,,,
14554,Le Castelet,14294,Garcelles-Secqueville,N,O,24/09/2018,,,,
14713,Montillières-sur-Orne,14713,Trois-Monts,O,N,28/09/2018,,,,
14713,Montillières-sur-Orne,14307,Goupillières,N,N,28/09/2018,,,,
15027,Puycapel,15027,Calvinet ,O,O,12/12/2018,,,,
15027,Puycapel,15136,Mourjou ,N,O,12/12/2018,,,,
16005,Aigre,16005,Aigre,O,O,28/09/2018,,,,
16005,Aigre,16411,Villejésus,N,O,28/09/2018,,,,
16046,Coteaux-du-Blanzacais,16046,Côteaux du Blanzacais,O,O,28/09/2018,,,,maintien des communes déléguées existantes
16046,Coteaux-du-Blanzacais,16332,Saint-Léger,N,O,28/09/2018,,,,
16110,Courcôme ,16110,Courcôme ,O,O,19/12/2018,,,,
16110,Courcôme ,16391,Tuzie ,N,O,19/12/2018,,,,
16110,Courcôme ,16410,Villegats,N,O,19/12/2018,,,,
16153,Mainxe-Gondeville,16153,Gondeville,O,O,28/09/2018,,,,
16153,Mainxe-Gondeville,16202,Mainxe,N,O,28/09/2018,,,,
16192,Terres-de-Haute-Charente,16192,Roumazières-Loubert,O,O,28/09/2018,,,,
16192,Terres-de-Haute-Charente,16149,Genouillac,N,O,28/09/2018,,,,
16192,Terres-de-Haute-Charente,16214,Mazières,N,O,28/09/2018,,,,
16192,Terres-de-Haute-Charente,16259,La Péruse,N,O,28/09/2018,,,,
16192,Terres-de-Haute-Charente,16376,Suris,N,O,28/09/2018,,,,
16281,La Rochefoucauld-en-Angoumois,16281,La Rochefoucauld,O,O,28/09/2018,,,,
16281,La Rochefoucauld-en-Angoumois,16344,Saint-Projet-Saint-Constant,N,O,28/09/2018,,,,
16286,Rouillac,16286,Rouillac,O,O,29/11/2018,,,22/12/2018,maintien des communes déléguées existantes
16286,Rouillac,16156,Gourville,N,O,29/11/2018,,,22/12/2018,
16339,Val-d'Auge,16339,Auge-Saint-Médard,O,O,29/11/2018,,,23/12/2018,
16339,Val-d'Auge,16017,Anville,N,O,29/11/2018,,,23/12/2018,
16339,Val-d'Auge,16051,Bonneville ,N,O,29/11/2018,,,23/12/2018,
16339,Val-d'Auge,16228,Montigné ,N,O,29/11/2018,,,23/12/2018,
16406,Moulins-sur-Tardoire,16406,Vilhonneur,O,O,06/12/2018,,,22/12/2018,
16406,Moulins-sur-Tardoire,16274,Rancogne,N,O,06/12/2018,,,22/12/2018,
17219,Marennes-Hiers-Brouage,17219,Marennes,O,O,27/11/2018,,,,
17219,Marennes-Hiers-Brouage,17189,Hiers-Brouage,N,O,27/11/2018,,,20/12/2018,
17340,Saint-Pierre-La-Noue,17340,Saint-Germain-de-Marencennes,O,O,01/03/2018,,01/03/2018,03/07/2018,
17340,Saint-Pierre-La-Noue,17272,Péré,N,O,01/03/2018,,01/03/2018,03/07/2018,
17344,Saint-Hilaire-de-Villefranche ,17344,Saint-Hilaire-de-Villefranche ,O,O,27/11/2018,,,20/12/2018,
17344,Saint-Hilaire-de-Villefranche ,17169,La Frédière,N,O,27/11/2018,,,20/12/2018,
18023,Baugy ,18023,Baugy ,O,O,18/10/2018,,,22/12/2018,
18023,Baugy ,18123,Laverdines ,N,O,18/10/2018,,,22/12/2018,
18023,Baugy ,18239,Saligny-le-Vif,N,O,18/10/2018,,,22/12/2018,
18073,Corquoy,18073,Corquoy,O,N,27/09/2018,,,,
18073,Corquoy,18222,Sainte-Lunaise,N,N,27/09/2018,,,,
19019,Beaulieu-sur-Dordogne,19019,Beaulieu-sur-Dordogne,O,O,28/06/2018,,,09/10/2018,
19019,Beaulieu-sur-Dordogne,19032,Brivezac,N,O,28/06/2018,,,09/10/2018,
19098,Lagarde-Marc-la-Tour,19098,Lagarde-Enval,O,O,06/12/2018,,,12/01/2019,
19098,Lagarde-Marc-la-Tour,19127,Marc-la-Tour,N,O,06/12/2018,,,12/01/2019,
19101,Laguenne-sur-Avalouze,19101,Laguenne,O,O,05/11/2018,,,19/12/2018,
19101,Laguenne-sur-Avalouze,19185,Saint-Bonnet-Avalouze,N,O,05/11/2018,,,19/12/2018,
21178,Valforêt,21178,Clémencey ,O,O,21/11/2018,,,,
21178,Valforêt,21513,Quemigny-Poisot ,N,O,21/11/2018,,,,
21272,Le Val-Larrey,21272,Flée ,O,O,21/11/2018,,,22/12/2018,
21272,Le Val-Larrey,21073,Bierre-lès-Semur,N,O,21/11/2018,,,22/12/2018,
21352,Longeault-Pluvault,21352,Longeault,O,O,28/09/2018,,,,
21352,Longeault-Pluvault,21486,Pluvault,N,O,28/09/2018,,,,
21623,Tart,21623,Tart-le-Haut,O,O,26/12/2018,,,,
21623,Tart,21621,Tart-l'Abbaye,N,O,26/12/2018,,,,
22093,Lamballe-Armor,22093,Lamballe,O,O,31/10/2018,,,19/12/2018,maintien des communes déléguées existantes
22093,Lamballe-Armor,22154,Morieux,N,O,31/10/2018,,,19/12/2018,
22093,Lamballe-Armor,22173,Planguenoual,N,O,31/10/2018,,,19/12/2018,
22206,Châtelaudren-Plouagat,22206,Plouagat,O,O,28/09/2018,,,,
22206,Châtelaudren-Plouagat,22038,Châtelaudren ,N,O,28/09/2018,,,,
22219,Plouguenast-Langast,22219,Plouguenast,O,O,19/10/2018,,,19/12/2018,
22219,Plouguenast-Langast,22100,Langast,N,O,19/10/2018,,,19/12/2018,
22264,La Roche-Jaudy,22264,La Roche-Derrien,O,O,29/10/2018,,,19/12/2018,
22264,La Roche-Jaudy,22078,Hengoat,N,O,29/10/2018,,,19/12/2018,
22264,La Roche-Jaudy,22247,Pommerit-Jaudy ,N,O,29/10/2018,,,19/12/2018,
22264,La Roche-Jaudy,22253,Pouldouran ,N,O,29/10/2018,,,19/12/2018,
23109,Linard-Malval,23109,Linard,O,O,28/09/2018,,,,
23109,Linard-Malval,23121,Malval,N,O,28/09/2018,,,,
23189,Saint-Dizier-Masbaraud,23189,Saint-Dizier-Leyrenne,O,O,03/12/2018,,,19/12/2018,
23189,Saint-Dizier-Masbaraud,23126,Masbaraud-Mérignat,N,O,03/12/2018,,,19/12/2018,
24064,Brantôme en Périgord,24064,Brantôme en Périgord,O,O,31/10/2018,,,,maintien des communes déléguées existantes
24064,Brantôme en Périgord,24079,Cantillac ,N,O,31/10/2018,,,,
24064,Brantôme en Périgord,24170,Eyvirat ,N,O,31/10/2018,,,,
24064,Brantôme en Périgord,24198,La Gonterie-Boulouneix,N,O,31/10/2018,,,,
24064,Brantôme en Périgord,24391,Saint-Crépin-de-Richemont ,N,O,31/10/2018,,,,
24064,Brantôme en Périgord,24530,Sencenac-Puy-de-Fourches,N,O,31/10/2018,,,,
24064,Brantôme en Périgord,24561,Valeuil ,N,O,31/10/2018,,,,
24172,Les Eyzies,24172,Les Eyzies-de-Tayac-Sireuil,O,O,11/10/2018,,,,
24172,Les Eyzies,24249,Manaurie,N,O,11/10/2018,,,,
24172,Les Eyzies,24389,Saint-Cirq,N,O,11/10/2018,,,,
24259,Eyraud-Crempse-Maurens,24259,Maurens,O,O,21/09/2018,,,,
24259,Eyraud-Crempse-Maurens,24233,Laveyssière,N,O,21/09/2018,,,,
24259,Eyraud-Crempse-Maurens,24427,Saint-Jean-d'Eyraud,N,O,21/09/2018,,,,
24259,Eyraud-Crempse-Maurens,24431,Saint-Julien-de-Crempse,N,O,21/09/2018,,,,
24364,Coly-Saint-Amand,24364,Saint-Amand-de-Coly,O,O,21/09/2018,,,,
24364,Coly-Saint-Amand,24127,Coly,N,O,21/09/2018,,,,
24423,Saint-Julien-Innocence-Eulalie,24423,Sainte-Innocence,O,O,21/09/2018,,,,
24423,Saint-Julien-Innocence-Eulalie,24402,Sainte-Eulalie-d'Eymet,N,O,21/09/2018,,,,
24423,Saint-Julien-Innocence-Eulalie,24433,Saint-Julien-d'Eymet,N,O,21/09/2018,,,,
24534,Sigoulès-et-Flaugeac,24534,Sigoulès,O,O,06/11/2018,,,19/12/2018,
24534,Sigoulès-et-Flaugeac,24181,Flaugeac,N,O,06/11/2018,,,19/12/2018,
25156,Pays-de-Clerval,25156,Pays de Clerval,O,N,17/12/2018,,,,
25156,Pays-de-Clerval,25140,Chaux-lès-Clerval,N,O,17/12/2018,,,,
25245,Fontain ,25245,Fontain ,O,N,11/12/2018,,,,
25245,Fontain ,25027,Arguel ,N,N,11/12/2018,,,,
25558,Tarcenay-Foucherans,25558,Tarcenay,O,O,26/09/2018,,,,
25558,Tarcenay-Foucherans,25250,Foucherans,N,O,26/09/2018,,,,
26086,Châtillon-en-Diois,26086,Châtillon-en-Diois,O,O,21/11/2018,,,19/12/2018,
26086,Châtillon-en-Diois,26354,Treschenu-Creyers,N,O,21/11/2018,,,19/12/2018,
26210,Valherbasse,26210,Montrigaud,O,O,28/09/2018,,,,
26210,Valherbasse,26184,Miribel,N,O,28/09/2018,,,,
26210,Valherbasse,26297,Saint-Bonnet-de-Valclérieux,N,O,28/09/2018,,,,
27070,Frenelles-en-Vexin,27070,Boisemont ,O,O,27/11/2018,,,22/12/2018,
27070,Frenelles-en-Vexin,27175,Corny ,N,O,27/11/2018,,,22/12/2018,
27070,Frenelles-en-Vexin,27270,Fresne-l'Archevêque,N,O,27/11/2018,,,22/12/2018,
27198,Mesnils-sur-Iton,27198,Mesnils-sur-Iton,O,O,20/11/2018,,,13/01/2019,maintien des communes déléguées existantes
27198,Mesnils-sur-Iton,27297,Grandvilliers ,N,O,20/11/2018,,,13/01/2019,
27198,Mesnils-sur-Iton,27416,Buis-sur-Damville,N,O,20/11/2018,,,13/01/2019,
27198,Mesnils-sur-Iton,27491,Roman ,N,O,20/11/2018,,,13/01/2019,
27263,Le Perrey,27263,Fourmetot,O,O,21/12/2018,,,,
27263,Le Perrey,27581,Saint-Ouen-des-Champs,N,O,21/12/2018,,,,
27263,Le Perrey,27607,Saint-Thurien ,N,O,21/12/2018,,,,
27516,Treis-Sants-en-Ouche,27516,Saint-Aubin-le-Vertueux,O,O,25/09/2018,,,,
27516,Treis-Sants-en-Ouche,27523,Saint-Clair-d'Arcey,N,O,25/09/2018,,,,
27516,Treis-Sants-en-Ouche,27600,Saint-Quentin-des-Isles,N,O,25/09/2018,,,,
27541,Le Mesnil-Saint-Jean,27541,Saint-Georges-du-Mesnil,O,O,25/09/2018,,,,
27541,Le Mesnil-Saint-Jean,27551,Saint-Jean-de-la-Léqueraye,N,O,25/09/2018,,,,
27685,La Vieille-Lyre,27685,La Vieille-Lyre,O,O,07/12/2018,,,,
27685,La Vieille-Lyre,27143,Champignolles ,N,O,07/12/2018,,,,
28018,Authon-du-Perche,28018,Authon-du-Perche,O,O,09/07/2018,,,07/10/2018,
28018,Authon-du-Perche,28376,Soizé,N,O,09/07/2018,,,07/10/2018,
28199,Janville-en-Beauce,28199,Janville ,O,O,19/12/2018,,,,
28199,Janville-en-Beauce,28002,Allaines-Mervilliers,N,O,19/12/2018,,,,
28199,Janville-en-Beauce,28311,Le Puiset,N,O,19/12/2018,,,,
28236,Arcisses,28236,Margon ,O,O,14/11/2018,,,,
28236,Arcisses,28063,Brunelles,N,O,31/10/2018,,,,
28236,Arcisses,28112,Coudreceau,N,O,14/11/2018,,,,
28331,Saintigny,28331,Saint-Denis-d'Authou,O,O,19/12/2018,,,,
28331,Saintigny,28165,Frétigny ,N,O,19/12/2018,,,,
28334,Saint-Denis-Lanneray,28334,Saint-Denis-les-Ponts,O,O,31/07/2018,,,09/10/2018,
28334,Saint-Denis-Lanneray,28205,Lanneray,N,O,31/07/2018,,,09/10/2018,
28406,Éole-en-Beauce,28406,Eole-en-Beauce,O,O,30/10/2018,13/12/2018,,,maintien des communes déléguées existantes
28406,Éole-en-Beauce,28412,Villeau ,N,O,30/10/2018,13/12/2018,,,
29199,Plouigneau,29199,Plouigneau,O,O,28/09/2018,,,,
29199,Plouigneau,29219,Le Ponthou,N,O,28/09/2018,,,,
29227,Poullaouen,29227,Poullaouen,O,O,01/12/2018,,,22/12/2018,
29227,Poullaouen,29129,Locmaria-Berrien ,N,O,01/12/2018,,,22/12/2018,
30052,Bréau-Mars,30052,Bréau-et-Salagosse,O,O,13/09/2018,,,,
30052,Bréau-Mars,30157,Mars,N,O,13/09/2018,,,,
30339,Val-d’Aigoual,30339,Valleraugue,O,O,26/09/2018,,,,
30339,Val-d’Aigoual,30190,Notre-Dame-de-la-Rouvière,N,O,26/09/2018,,,,
31471,Saint-Béat-Lez,31471,Saint-Béat,O,N,30/04/2018,,,03/07/2018,
31471,Saint-Béat-Lez,31298,Lez,N,O,30/04/2018,,,03/07/2018,
32344,Riscle,32344,Riscle,O,O,21/12/2018,,,,
32344,Riscle,32074,Cannet ,N,O,21/12/2018,,,,
33008,Porte-de-Benauge,33008,Arbis,O,N,28/09/2018,,,,
33008,Porte-de-Benauge,33092,Cantois,N,N,28/09/2018,,,,
33055,Blaignan-Prignac,33055,Blaignan,O,O,01/10/2018,,,,
33055,Blaignan-Prignac,33338,Prignac-en-Médoc,N,N,01/10/2018,,,,
33380,Val-de-Livenne,33380,Saint-Caprais-de-Blaye ,O,O,01/10/2018,,,,
33380,Val-de-Livenne,33267,Marcillac,N,O,01/10/2018,,,,
34246,Entre-Vignes,34246,Saint-Christol,O,O,13/12/2018,,,,
34246,Entre-Vignes,34330,Vérargues ,N,O,13/12/2018,,,,
35004,Val-Couesnon,35004,Antrain,O,O,28/09/2018,,,,
35004,Val-Couesnon,35113,La Fontenelle,N,O,28/09/2018,,,,
35004,Val-Couesnon,35303,Saint-Ouen-la-Rouërie,N,O,28/09/2018,,,,
35004,Val-Couesnon,35341,Tremblay,N,O,28/09/2018,,,,
35163,Luitré-Dompierre,35163,Luitré,O,O,17/10/2018,,,19/12/2018,
35163,Luitré-Dompierre,35100,Dompierre-du-Chemin,N,O,17/10/2018,,,19/12/2018,
35184,Montauban-de-Bretagne ,35184,Montauban-de-Bretagne ,O,O,11/12/2018,,,,
35184,Montauban-de-Bretagne ,35301,Saint-M'Hervon,N,O,11/12/2018,,,,
35220,Piré-Chancé,35220,Piré-sur-Seiche,O,O,11/12/2018,,,,
35220,Piré-Chancé,35053,Chancé ,N,O,11/12/2018,,,,
35282,Rives-du-Couesnon,35282,Saint-Jean-sur-Couesnon,O,O,17/10/2018,15/11/2018,,19/12/2018,
35282,Rives-du-Couesnon,35269,Saint-Georges-de-Chesné,N,O,17/10/2018,15/11/2018,,19/12/2018,
35282,Rives-du-Couesnon,35293,Saint-Marc-sur-Couesnon,N,O,17/10/2018,15/11/2018,,19/12/2018,
35282,Rives-du-Couesnon,35348,Vendel,N,O,17/10/2018,15/11/2018,,19/12/2018,
35292,Saint-Marc-le-Blanc,35292,Saint-Marc-le-Blanc,O,O,17/10/2018,,,19/12/2018,
35292,Saint-Marc-le-Blanc,35011,Baillé,N,O,17/10/2018,,,19/12/2018,
35308,Mesnil-Roc’h,35308,Saint-Pierre-de-Plesguen,O,O,11/12/2018,,,,
35308,Mesnil-Roc’h,35147,Lanhélin ,N,O,11/12/2018,,,,
35308,Mesnil-Roc’h,35344,Tressé ,N,O,11/12/2018,,,,
36093,Levroux,36093,Levroux,O,O,24/08/2018,,,09/10/2018,maintien des communes déléguées existantes
36093,Levroux,36206,Saint-Pierre-de-Lamps,N,O,24/08/2018,,,09/10/2018,
36244,Villentrois-Faverolles-en-Berry,36244,Villentrois,O,O,07/12/2018,,,,
36244,Villentrois-Faverolles-en-Berry,36072,Faverolles-en-Berry,N,O,07/12/2018,,,,
38073,Chantepérier,38073,Chantelouve,O,O,18/12/2018,,,,
38073,Chantepérier,38302,Le Périer,N,O,18/12/2018,,,,
38163,Le Haut-Bréda,38163,La Ferrière,O,O,18/12/2018,,,,
38163,Le Haut-Bréda,38306,Pinsot,N,O,18/12/2018,,,,
38284,Ornacieux-Balbins,38284,Ornacieux,O,O,26/09/2018,,,,
38284,Ornacieux-Balbins,38025,Balbins,N,O,26/09/2018,,,,
38395,Plateau-des-Petites-Roches,38395,Saint-Hilaire,O,O,18/12/2018,,,,
38395,Plateau-des-Petites-Roches,38367,Saint-Bernard ,N,O,18/12/2018,,,,
38395,Plateau-des-Petites-Roches,38435,Saint-Pancrasse,N,O,18/12/2018,,,,
38479,Porte-des-Bonnevaux,38479,Semons,O,O,12/11/2018,21/12/2018,,,
38479,Porte-des-Bonnevaux,38016,Arzay,N,O,12/11/2018,21/12/2018,,,
38479,Porte-des-Bonnevaux,38121,Commelle,N,O,12/11/2018,21/12/2018,,,
38479,Porte-des-Bonnevaux,38274,Nantoin,N,O,12/11/2018,21/12/2018,,,
38560,Val-de-Virieu,38560,Virieu,O,O,11/10/2018,,,,
38560,Val-de-Virieu,38293,Panissage,N,O,11/10/2018,,,,
39043,Beaufort-Orbagna,39043,Beaufort,O,O,14/12/2018,,,,
39043,Beaufort-Orbagna,39395,Orbagna,N,O,14/12/2018,,,,
39130,Nanchez,39130,Nanchez,O,O,27/12/2018,,,,maintien des communes déléguées existantes
39130,Nanchez,39417,Les Piards,N,O,27/12/2018,,,,
39130,Nanchez,39562,Villard-sur-Bienne,N,O,27/12/2018,,,,
39137,Saint-Hymetière-sur-Valouse,39137,Chemilla ,O,N,11/12/2018,,,,
39137,Saint-Hymetière-sur-Valouse,39089,Cézia,N,N,11/12/2018,,,,
39137,Saint-Hymetière-sur-Valouse,39287,Lavans-sur-Valouse ,N,N,11/12/2018,,,,
39137,Saint-Hymetière-sur-Valouse,39483,Saint-Hymetière,N,N,11/12/2018,,,,
39190,Dampierre,39190,Dampierre,O,O,20/12/2018,,,,
39190,Dampierre,39414,Le Petit-Mercey,N,O,20/12/2018,,,,
39199,Domblans,39199,Domblans,O,N,12/12/2018,,,,
39199,Domblans,39075,Bréry,N,O,12/12/2018,,,,
39258,Grande-Rivière Château,39258,Grande-Rivière,O,O,13/12/2018,,,,
39258,Grande-Rivière Château,39115,Château-des-Prés,N,O,13/12/2018,,,,
39286,Lavans-lès-Saint-Claude,39286,Lavans-lès-Saint-Claude,O,O,16/10/2018,,,,maintien des communes déléguées existantes
39286,Lavans-lès-Saint-Claude,39440,Pratz,N,O,16/10/2018,,,,
39339,Chassal-Molinges  ,39339,Molinges ,O,O,11/12/2018,,,,
39339,Chassal-Molinges  ,39113,Chassal ,N,O,11/12/2018,,,,
39378,Les Trois Châteaux,39378,Les Trois Châteaux,O,O,22/11/2018,,,,maintien des communes déléguées existantes
39378,Les Trois Châteaux,39484,Saint-Jean-d'Étreux,N,O,22/11/2018,,,,
40197,Morcenx-la-Nouvelle,40197,Morcenx,O,N,16/11/2018,,,22/12/2018,
40197,Morcenx-la-Nouvelle,40009,Arjuzanx,N,O,16/11/2018,,,22/12/2018,
40197,Morcenx-la-Nouvelle,40107,Garrosse ,N,O,16/11/2018,,,22/12/2018,
40197,Morcenx-la-Nouvelle,40302,Sindères ,N,O,16/11/2018,,,22/12/2018,
41059,Le Controis-en-Sologne,41059,Contres,O,O,26/11/2018,,,19/12/2018,
41059,Le Controis-en-Sologne,41082,Feings,N,O,26/11/2018,,,19/12/2018,
41059,Le Controis-en-Sologne,41092,Fougères-sur-Bièvre,N,O,26/11/2018,,,19/12/2018,
41059,Le Controis-en-Sologne,41170,Ouchamps,N,O,26/11/2018,,,19/12/2018,
41059,Le Controis-en-Sologne,41257,Thenay,N,O,26/11/2018,,,19/12/2018,
41070,Vallée-de-Ronsard,41070,Couture-sur-Loir,O,O,29/11/2018,,,19/12/2018,
41070,Vallée-de-Ronsard,41263,Tréhet ,N,O,29/11/2018,,,19/12/2018,
